OptionType,strike,impliedVolatility,lastPrice,bid,ask,volume,openInterest,contractSymbol,ExpiryDate,ExtractionDate,lastTradeDate,change,percentChange,inTheMoney,contractSize,currency
Call,460.0,0.520390538330078,232.17,202.01,205.28,13.0,13,SPY260630C00460000,2026-06-30,2026-04-07,2026-02-20 16:31:33+00:00,0.0,0.0,True,REGULAR,USD
